table name,column name,data type,max length,precision,scale,is nullable
IssueToLibraryAssociation,CreatorUserId,bigint,8,19,0,1
IssueToLibraryAssociation,LastModificationTime,datetime2,8,27,7,1
IssueToLibraryAssociation,LastModifierUserId,bigint,8,19,0,1
IssueToLibraryAssociation,IsDeleted,bit,1,1,0,0
IssueToLibraryAssociation,DeleterUserId,bigint,8,19,0,1
IssueToLibraryAssociation,DeletionTime,datetime2,8,27,7,1
IssueToLibraryAssociation,TenantId,int,4,10,0,0
IssueToLibraryAssociation,AbstractIssueId,bigint,8,19,0,0
IssueToLibraryAssociation,IssueLibraryId,bigint,8,19,0,0
IssueUser,Id,int,4,10,0,0
IssueUser,CreationTime,datetime2,8,27,7,0
IssueUser,CreatorUserId,bigint,8,19,0,1
IssueUser,LastModificationTime,datetime2,8,27,7,1
IssueUser,LastModifierUserId,bigint,8,19,0,1
IssueUser,IsDeleted,bit,1,1,0,0
IssueUser,DeleterUserId,bigint,8,19,0,1
IssueUser,DeletionTime,datetime2,8,27,7,1
IssueUser,IssueId,bigint,8,19,0,0
IssueUser,UserId,bigint,8,19,0,1
IssueUser,OrganizationUnitId,bigint,8,19,0,1
IssueUser,TenantId,int,4,10,0,0
IssueUser,Uuid,uniqueidentifier,16,0,0,0
JiraIssueFieldMapping,Id,int,4,10,0,0
JiraIssueFieldMapping,JiraFieldReferenceId,nvarchar,-1,0,0,1
JiraIssueFieldMapping,JiraFieldName,nvarchar,-1,0,0,1
JiraIssueFieldMapping,JiraFieldType,nvarchar,-1,0,0,1
JiraIssueFieldMapping,StandardIssueActionField,int,4,10,0,0
JiraIssueFieldMapping,JiraIssueTypeReferenceId,nvarchar,-1,0,0,1
JiraIssueFieldMapping,JiraProjectReferenceId,nvarchar,-1,0,0,1
JiraIssueFieldMapping,TenantId,int,4,10,0,0
JiraIssueFieldMapping,JiraIssueTypeId,int,4,10,0,0
JiraIssueFieldMapping,JiraProjectId,int,4,10,0,0
JiraIssueFieldMapping,CreationTime,datetime2,8,27,7,0
JiraIssueFieldMapping,CreatorUserId,bigint,8,19,0,1
JiraIssueFieldMapping,LastModificationTime,datetime2,8,27,7,1
JiraIssueFieldMapping,LastModifierUserId,bigint,8,19,0,1
JiraIssueFieldMapping,IsDeleted,bit,1,1,0,0
JiraIssueFieldMapping,DeleterUserId,bigint,8,19,0,1
JiraIssueFieldMapping,DeletionTime,datetime2,8,27,7,1
JiraIssueStatusMapping,Id,int,4,10,0,0
JiraIssueStatusMapping,JiraStatusReferenceId,nvarchar,-1,0,0,1
JiraIssueStatusMapping,JiraStatus,nvarchar,-1,0,0,1
JiraIssueStatusMapping,IssueActionStatus,int,4,10,0,0
JiraIssueStatusMapping,JiraProjectReferenceId,nvarchar,-1,0,0,1
JiraIssueStatusMapping,TenantId,int,4,10,0,0
JiraIssueStatusMapping,JiraProjectId,int,4,10,0,0
JiraIssueStatusMapping,CreationTime,datetime2,8,27,7,0
JiraIssueStatusMapping,CreatorUserId,bigint,8,19,0,1
JiraIssueStatusMapping,LastModificationTime,datetime2,8,27,7,1
JiraIssueStatusMapping,LastModifierUserId,bigint,8,19,0,1
JiraIssueStatusMapping,IsDeleted,bit,1,1,0,0
JiraIssueStatusMapping,DeleterUserId,bigint,8,19,0,1
JiraIssueStatusMapping,DeletionTime,datetime2,8,27,7,1
JiraIssueType,Id,int,4,10,0,0
JiraIssueType,JiraIssueTypeReferenceId,nvarchar,-1,0,0,1
JiraIssueType,Name,nvarchar,-1,0,0,1
JiraIssueType,IsSubTask,bit,1,1,0,0
JiraIssueType,JiraProjectId,int,4,10,0,0
JiraIssueType,TenantId,int,4,10,0,0
JiraIssueType,CreationTime,datetime2,8,27,7,0
JiraIssueType,CreatorUserId,bigint,8,19,0,1
JiraIssueType,LastModificationTime,datetime2,8,27,7,1
JiraIssueType,LastModifierUserId,bigint,8,19,0,1
JiraIssueType,IsDeleted,bit,1,1,0,0
JiraIssueType,DeleterUserId,bigint,8,19,0,1
JiraIssueType,DeletionTime,datetime2,8,27,7,1
JiraProject,Id,int,4,10,0,0
JiraProject,JiraProjectReferenceId,nvarchar,-1,0,0,1
JiraProject,JiraKey,nvarchar,-1,0,0,1
JiraProject,Name,nvarchar,-1,0,0,1
JiraProject,TenantId,int,4,10,0,0
JiraProject,CreationTime,datetime2,8,27,7,0
JiraProject,CreatorUserId,bigint,8,19,0,1
JiraProject,LastModificationTime,datetime2,8,27,7,1
JiraProject,LastModifierUserId,bigint,8,19,0,1
JiraProject,IsDeleted,bit,1,1,0,0
JiraProject,DeleterUserId,bigint,8,19,0,1
JiraProject,DeletionTime,datetime2,8,27,7,1
Job,Id,int,4,10,0,0
Job,StateId,int,4,10,0,1
Job,StateName,nvarchar,40,0,0,1
Job,InvocationData,nvarchar,-1,0,0,0
Job,Arguments,nvarchar,-1,0,0,0
Job,CreatedAt,datetime,8,23,3,0
Job,ExpireAt,datetime,8,23,3,1
JobParameter,Id,int,4,10,0,0
JobParameter,JobId,int,4,10,0,0
JobParameter,Name,nvarchar,80,0,0,0
JobParameter,Value,nvarchar,-1,0,0,1
JobQueue,Id,int,4,10,0,0
JobQueue,JobId,int,4,10,0,0
JobQueue,Queue,nvarchar,100,0,0,0
JobQueue,FetchedAt,datetime,8,23,3,1
Jurisdiction,Id,int,4,10,0,0
Jurisdiction,CreationTime,datetime2,8,27,7,0
Jurisdiction,CreatorUserId,bigint,8,19,0,1
Jurisdiction,LastModificationTime,datetime2,8,27,7,1
Jurisdiction,LastModifierUserId,bigint,8,19,0,1
Jurisdiction,IsDeleted,bit,1,1,0,0
Jurisdiction,DeleterUserId,bigint,8,19,0,1
Jurisdiction,DeletionTime,datetime2,8,27,7,1
Jurisdiction,Name,nvarchar,-1,0,0,1
List,Id,int,4,10,0,0
List,Key,nvarchar,200,0,0,0
List,Value,nvarchar,-1,0,0,1
List,ExpireAt,datetime,8,23,3,1
Location,Id,int,4,10,0,0
Location,Name,nvarchar,-1,0,0,1
Location,SignupLocation,bit,1,1,0,0
Location,Alpha2Code,nvarchar,-1,0,0,1
Location,Uuid,uniqueidentifier,16,0,0,0
Log,Id,bigint,8,19,0,0
Log,Text,nvarchar,510,0,0,0
MarketplaceCategory,Id,int,4,10,0,0
MarketplaceCategory,CreationTime,datetime2,8,27,7,0
MarketplaceCategory,CreatorUserId,bigint,8,19,0,1
MarketplaceCategory,LastModificationTime,datetime2,8,27,7,1
MarketplaceCategory,LastModifierUserId,bigint,8,19,0,1
MarketplaceCategory,IsDeleted,bit,1,1,0,0
MarketplaceCategory,DeleterUserId,bigint,8,19,0,1
MarketplaceCategory,DeletionTime,datetime2,8,27,7,1
MarketplaceCategory,Name,nvarchar,-1,0,0,1
MarketplaceCategory,Color,nvarchar,-1,0,0,1
MarketplaceCategory,Description,nvarchar,-1,0,0,1
MarketplaceCategory,TenantId,int,4,10,0,1
MarketplaceItem,Id,int,4,10,0,0
MarketplaceItem,CreationTime,datetime2,8,27,7,0
MarketplaceItem,CreatorUserId,bigint,8,19,0,1
MarketplaceItem,LastModificationTime,datetime2,8,27,7,1
MarketplaceItem,LastModifierUserId,bigint,8,19,0,1
MarketplaceItem,IsDeleted,bit,1,1,0,0
MarketplaceItem,DeleterUserId,bigint,8,19,0,1
MarketplaceItem,DeletionTime,datetime2,8,27,7,1
MarketplaceItem,Name,nvarchar,-1,0,0,1
MarketplaceItem,Description,nvarchar,-1,0,0,1
MarketplaceItem,CustomStr,nvarchar,-1,0,0,1
MarketplaceItem,Category,int,4,10,0,0
MarketplaceItem,ShortDescription,nvarchar,-1,0,0,1
MarketplaceItem,MarketplaceCategoryId,int,4,10,0,1
MarketplaceItem,Price,decimal,9,18,2,0
MarketplaceItem,TemplateId,bigint,8,19,0,1
MarketplaceItem,ServiceProviderId,int,4,10,0,1
MarketplaceItem,TemplateType,int,4,10,0,1
MarketplaceItem,TenantId,int,4,10,0,1
MarketplaceItem,IsArchived,bit,1,1,0,0
MarketplaceItemDocument,Id,int,4,10,0,0
MarketplaceItemDocument,CreationTime,datetime2,8,27,7,0
MarketplaceItemDocument,CreatorUserId,bigint,8,19,0,1
MarketplaceItemDocument,LastModificationTime,datetime2,8,27,7,1
MarketplaceItemDocument,LastModifierUserId,bigint,8,19,0,1
MarketplaceItemDocument,IsDeleted,bit,1,1,0,0
MarketplaceItemDocument,DeleterUserId,bigint,8,19,0,1
MarketplaceItemDocument,DeletionTime,datetime2,8,27,7,1
MarketplaceItemDocument,TenantId,int,4,10,0,1
MarketplaceItemDocument,FileName,nvarchar,-1,0,0,1
MarketplaceItemDocument,Fileurl,nvarchar,-1,0,0,1
MarketplaceItemDocument,LastUpload,datetime2,8,27,7,0
MarketplaceItemDocument,MarketplaceItemId,int,4,10,0,0
MarketplaceItemDocument,UserId,bigint,8,19,0,0
MarketplaceItemJurisdiction,Id,int,4,10,0,0
MarketplaceItemJurisdiction,MarketplaceItemId,int,4,10,0,0
MarketplaceItemJurisdiction,JurisdictionId,int,4,10,0,0
MarketplaceItemTags,Id,int,4,10,0,0
MarketplaceItemTags,CreationTime,datetime2,8,27,7,0
MarketplaceItemTags,CreatorUserId,bigint,8,19,0,1
MarketplaceItemTags,LastModificationTime,datetime2,8,27,7,1
MarketplaceItemTags,LastModifierUserId,bigint,8,19,0,1
MarketplaceItemTags,IsDeleted,bit,1,1,0,0
MarketplaceItemTags,DeleterUserId,bigint,8,19,0,1
MarketplaceItemTags,DeletionTime,datetime2,8,27,7,1
MarketplaceItemTags,MarketplaceItemId,int,4,10,0,0
MarketplaceItemTags,MarketplaceTagsId,int,4,10,0,0
MarketplaceItemTenant,Id,int,4,10,0,0
MarketplaceItemTenant,MarketplaceItemId,int,4,10,0,0
MarketplaceItemTenant,TenantId,int,4,10,0,0
MarketplaceTags,Id,int,4,10,0,0
MarketplaceTags,CreationTime,datetime2,8,27,7,0
MarketplaceTags,CreatorUserId,bigint,8,19,0,1
MarketplaceTags,LastModificationTime,datetime2,8,27,7,1
MarketplaceTags,LastModifierUserId,bigint,8,19,0,1
MarketplaceTags,IsDeleted,bit,1,1,0,0
MarketplaceTags,DeleterUserId,bigint,8,19,0,1
MarketplaceTags,DeletionTime,datetime2,8,27,7,1
MarketplaceTags,Name,nvarchar,-1,0,0,1
MarketplaceTags,Description,nvarchar,-1,0,0,1
Metric,Id,bigint,8,19,0,0
Metric,TenantId,int,4,10,0,0
Metric,Name,nvarchar,-1,0,0,1
Metric,Description,nvarchar,-1,0,0,1
Metric,Value,float,8,53,0,1
Metric,Scope,int,4,10,0,1
Metric,SourceType,int,4,10,0,0
Metric,ConditionJson,nvarchar,-1,0,0,1
Metric,FormulaFieldType,int,4,10,0,1
Metric,FormulaFieldEntityType,int,4,10,0,1
Metric,Formula,int,4,10,0,1
Metric,FormulaFieldIdOrName,nvarchar,-1,0,0,1
Metric,ValueLastUpdatedOn,datetime2,8,27,7,1
Metric,LastUpdatedValue,float,8,53,0,1
Metric,CreationTime,datetime2,8,27,7,0
Metric,CreatorUserId,bigint,8,19,0,1
Metric,LastModificationTime,datetime2,8,27,7,1
Metric,LastModifierUserId,bigint,8,19,0,1
Metric,IsDeleted,bit,1,1,0,0
Metric,DeleterUserId,bigint,8,19,0,1
Metric,DeletionTime,datetime2,8,27,7,1
Metric,ErrorState,int,4,10,0,0
Metric,Uuid,uniqueidentifier,16,0,0,0
MetricDataTimeSeries,Id,bigint,8,19,0,0
MetricDataTimeSeries,TenantId,int,4,10,0,0
MetricDataTimeSeries,MetricId,bigint,8,19,0,0
MetricDataTimeSeries,Value,float,8,53,0,0
MetricDataTimeSeries,UpdatedOn,datetime2,8,27,7,0
MetricDataTimeSeries,CreationTime,datetime2,8,27,7,0
MetricDataTimeSeries,CreatorUserId,bigint,8,19,0,1
MetricDataTimeSeries,Reason,nvarchar,-1,0,0,1
MetricFieldUserColumn,Id,bigint,8,19,0,0
MetricFieldUserColumn,TenantId,int,4,10,0,0
MetricFieldUserColumn,UserId,bigint,8,19,0,1
MetricFieldUserColumn,FieldId,int,4,10,0,1
MetricFieldUserColumn,Order,int,4,10,0,0
MetricFieldUserColumn,WidthPx,int,4,10,0,1
MetricFieldUserColumn,CreationTime,datetime2,8,27,7,0
MetricFieldUserColumn,CreatorUserId,bigint,8,19,0,1
MetricFieldUserColumn,LastModificationTime,datetime2,8,27,7,1
MetricFieldUserColumn,LastModifierUserId,bigint,8,19,0,1
MetricFieldUserColumn,IsDeleted,bit,1,1,0,0
MetricFieldUserColumn,DeleterUserId,bigint,8,19,0,1
MetricFieldUserColumn,DeletionTime,datetime2,8,27,7,1
MetricOwner,Id,bigint,8,19,0,0
MetricOwner,TenantId,int,4,10,0,0
MetricOwner,MetricId,bigint,8,19,0,0
MetricOwner,UserId,bigint,8,19,0,1
MetricOwner,OrganizationUnitId,bigint,8,19,0,1
MetricOwner,CreationTime,datetime2,8,27,7,0
MetricOwner,CreatorUserId,bigint,8,19,0,1
MetricOwner,LastModificationTime,datetime2,8,27,7,1
MetricOwner,LastModifierUserId,bigint,8,19,0,1
MetricOwner,IsDeleted,bit,1,1,0,0
MetricOwner,DeleterUserId,bigint,8,19,0,1
MetricOwner,DeletionTime,datetime2,8,27,7,1
MetricTag,Id,bigint,8,19,0,0
MetricTag,TenantId,int,4,10,0,0
MetricTag,TagId,int,4,10,0,0
MetricTag,MetricId,bigint,8,19,0,0
MetricTag,CreationTime,datetime2,8,27,7,0
MetricTag,CreatorUserId,bigint,8,19,0,1
MetricTag,LastModificationTime,datetime2,8,27,7,1
MetricTag,LastModifierUserId,bigint,8,19,0,1
MetricTag,IsDeleted,bit,1,1,0,0
MetricTag,DeleterUserId,bigint,8,19,0,1
MetricTag,DeletionTime,datetime2,8,27,7,1
NotificationEventConfiguration,Id,int,4,10,0,0
NotificationEventConfiguration,TenantId,int,4,10,0,1
NotificationEventConfiguration,EventName,nvarchar,-1,0,0,0
NotificationEventConfiguration,IsEmailNotificationsEnabled,bit,1,1,0,0
NotificationEventConfiguration,IsInAppNotificationsEnabled,bit,1,1,0,0
NotificationEventConfiguration,CustomEmailBody,nvarchar,-1,0,0,1
NotificationEventConfiguration,CustomEmailSubject,nvarchar,-1,0,0,1
NotificationEventConfiguration,EmailType,int,4,10,0,1
NotificationEventConfiguration,TriggerConditions,nvarchar,-1,0,0,1
NotificationEventConfiguration,ParentNotificationEventConfigurationId,int,4,10,0,1
NotificationEventConfiguration,CreationTime,datetime2,8,27,7,0
NotificationEventConfiguration,CreatorUserId,bigint,8,19,0,1
NotificationEventConfiguration,DeleterUserId,bigint,8,19,0,1
NotificationEventConfiguration,DeletionTime,datetime2,8,27,7,1
NotificationEventConfiguration,IsDeleted,bit,1,1,0,0
NotificationEventConfiguration,LastModificationTime,datetime2,8,27,7,1
NotificationEventConfiguration,LastModifierUserId,bigint,8,19,0,1
PeriodicEmailLog,Id,bigint,8,19,0,0
PeriodicEmailLog,CreationTime,datetime2,8,27,7,0
PeriodicEmailLog,CreatorUserId,bigint,8,19,0,1
PeriodicEmailLog,EmailAddress,nvarchar,-1,0,0,1
PeriodicEmailLog,TenantId,int,4,10,0,1
PeriodicEmailLog,EmailType,int,4,10,0,0
PeriodicEmailLog,RecipientId,bigint,8,19,0,1
PeriodicEmailLog,IsSent,bit,1,1,0,0
PeriodicEmailLog,EmailEntityType,int,4,10,0,0
PeriodicEmailLog,EntityId,bigint,8,19,0,1
PeriodicEmailLog,RecipientTenantId,int,4,10,0,1
Policy,Id,bigint,8,19,0,0
Policy,CreationTime,datetime2,8,27,7,0
Policy,CreatorUserId,bigint,8,19,0,1
Policy,LastModificationTime,datetime2,8,27,7,1
Policy,LastModifierUserId,bigint,8,19,0,1
Policy,IsDeleted,bit,1,1,0,0
Policy,DeleterUserId,bigint,8,19,0,1
Policy,DeletionTime,datetime2,8,27,7,1
Policy,TenantId,int,4,10,0,0
Policy,Name,nvarchar,-1,0,0,1
Policy,Description,nvarchar,-1,0,0,1
Policy,Tags,nvarchar,-1,0,0,1
Policy,SupplierName,nvarchar,-1,0,0,1
Policy,Status,int,4,10,0,1
Policy,Type,nvarchar,-1,0,0,1
Policy,LastReviewDate,datetime2,8,27,7,1
Policy,NextReviewDate,datetime2,8,27,7,1
Policy,IsTemplate,bit,1,1,0,0
Policy,TemplatedId,bigint,8,19,0,1
Policy,ParentPolicyId,bigint,8,19,0,1
Policy,RootPolicyId,bigint,8,19,0,1
Policy,Version,int,4,10,0,1
Policy,PublishedDate,datetime2,8,27,7,1
Policy,PublishedById,bigint,8,19,0,1
Policy,ImageUrl,nvarchar,-1,0,0,1
Policy,HideResponsibilityTasksUntilRepublished,bit,1,1,0,0
Policy,LastPublishedDate,datetime2,8,27,7,1
Policy,IsLocked,bit,1,1,0,0
Policy,CreatedFromMethod,int,4,10,0,1
Policy,CreatedFromTemplateStatus,int,4,10,0,1
Policy,IsLockedForClients,bit,1,1,0,0
Policy,IsHaileyDescription,bit,1,1,0,0
Policy,Uuid,uniqueidentifier,16,0,0,0
PolicyAccess,Id,int,4,10,0,0
PolicyAccess,CreationTime,datetime2,8,27,7,0
PolicyAccess,CreatorUserId,bigint,8,19,0,1
PolicyAccess,LastModificationTime,datetime2,8,27,7,1
PolicyAccess,LastModifierUserId,bigint,8,19,0,1
PolicyAccess,IsDeleted,bit,1,1,0,0
PolicyAccess,DeleterUserId,bigint,8,19,0,1
PolicyAccess,DeletionTime,datetime2,8,27,7,1
PolicyAccess,LastAccessed,datetime2,8,27,7,0
PolicyAccess,PolicyId,bigint,8,19,0,0
PolicyAccess,UserId,bigint,8,19,0,0
PolicyAccess,TenantId,int,4,10,0,0
PolicyCustomAttributeData,Id,bigint,8,19,0,0
PolicyCustomAttributeData,TenantId,int,4,10,0,0
PolicyCustomAttributeData,PolicyId,bigint,8,19,0,0
PolicyCustomAttributeData,ThirdPartyAttributesId,int,4,10,0,0
PolicyCustomAttributeData,CreationTime,datetime2,8,27,7,0
PolicyCustomAttributeData,CreatorUserId,bigint,8,19,0,1
PolicyCustomAttributeData,LastModificationTime,datetime2,8,27,7,1
PolicyCustomAttributeData,LastModifierUserId,bigint,8,19,0,1
PolicyCustomAttributeData,IsDeleted,bit,1,1,0,0
PolicyCustomAttributeData,DeleterUserId,bigint,8,19,0,1
PolicyCustomAttributeData,DeletionTime,datetime2,8,27,7,1
PolicyDocument,Id,int,4,10,0,0
PolicyDocument,CreationTime,datetime2,8,27,7,0
PolicyDocument,CreatorUserId,bigint,8,19,0,1
PolicyDocument,LastModificationTime,datetime2,8,27,7,1
PolicyDocument,LastModifierUserId,bigint,8,19,0,1
PolicyDocument,IsDeleted,bit,1,1,0,0
PolicyDocument,DeleterUserId,bigint,8,19,0,1
PolicyDocument,DeletionTime,datetime2,8,27,7,1
PolicyDocument,FileName,nvarchar,-1,0,0,1
PolicyDocument,Fileurl,nvarchar,-1,0,0,1
PolicyDocument,LastUpload,datetime2,8,27,7,0
PolicyDocument,PolicyId,bigint,8,19,0,0
PolicyDocument,UserId,bigint,8,19,0,0
PolicyDocument,TenantId,int,4,10,0,0
PolicyDomain,Id,int,4,10,0,0
PolicyDomain,CreationTime,datetime2,8,27,7,0
PolicyDomain,CreatorUserId,bigint,8,19,0,1
PolicyDomain,LastModificationTime,datetime2,8,27,7,1
PolicyDomain,LastModifierUserId,bigint,8,19,0,1
PolicyDomain,IsDeleted,bit,1,1,0,0
PolicyDomain,DeleterUserId,bigint,8,19,0,1
PolicyDomain,DeletionTime,datetime2,8,27,7,1
PolicyDomain,Name,nvarchar,-1,0,0,1
PolicyDomain,Custom,nvarchar,-1,0,0,1
PolicyDomain,PolicyId,bigint,8,19,0,0
PolicyDomain,ControlsId,int,4,10,0,1
PolicyDomain,TenantId,int,4,10,0,0
PolicyDomain,Uuid,uniqueidentifier,16,0,0,0
PolicyDownloadSetting,Id,int,4,10,0,0
PolicyDownloadSetting,TenantId,int,4,10,0,0
PolicyDownloadSetting,CanDownload,bit,1,1,0,0
PolicyDownloadSetting,ApplicationModule,int,4,10,0,0
PolicyDownloadSetting,PolicyId,bigint,8,19,0,0
PolicyDownloadSetting,CreationTime,datetime2,8,27,7,0
PolicyDownloadSetting,CreatorUserId,bigint,8,19,0,1
PolicyDownloadSetting,LastModificationTime,datetime2,8,27,7,1
PolicyDownloadSetting,LastModifierUserId,bigint,8,19,0,1
PolicyDownloadSetting,IsDeleted,bit,1,1,0,0
PolicyDownloadSetting,DeleterUserId,bigint,8,19,0,1
PolicyDownloadSetting,DeletionTime,datetime2,8,27,7,1
PolicyStakeHolders,Id,bigint,8,19,0,0
PolicyStakeHolders,CreationTime,datetime2,8,27,7,0
PolicyStakeHolders,CreatorUserId,bigint,8,19,0,1
PolicyStakeHolders,LastModificationTime,datetime2,8,27,7,1
PolicyStakeHolders,LastModifierUserId,bigint,8,19,0,1
PolicyStakeHolders,IsDeleted,bit,1,1,0,0
PolicyStakeHolders,DeleterUserId,bigint,8,19,0,1
PolicyStakeHolders,DeletionTime,datetime2,8,27,7,1
PolicyStakeHolders,TenantId,int,4,10,0,0
PolicyStakeHolders,StakeHolderName,nvarchar,-1,0,0,1
PolicyStakeHolders,Role,int,4,10,0,0
PolicyStakeHolders,PolicyId,bigint,8,19,0,0
PolicyStakeHolders,UserId,bigint,8,19,0,1
PolicyStakeHolders,OrganizationUnitId,bigint,8,19,0,1
Position,Id,int,4,10,0,0
Position,CreationTime,datetime2,8,27,7,0
Position,CreatorUserId,bigint,8,19,0,1
Position,LastModificationTime,datetime2,8,27,7,1
Position,LastModifierUserId,bigint,8,19,0,1
Position,IsDeleted,bit,1,1,0,0
Position,DeleterUserId,bigint,8,19,0,1
Position,DeletionTime,datetime2,8,27,7,1
Position,TenantId,int,4,10,0,0
Position,Title,nvarchar,-1,0,0,1
Position,Group,nvarchar,-1,0,0,1
Position,TeamId,int,4,10,0,0
Position,PositionCreated,datetime2,8,27,7,0
Position,PositionDeprecated,datetime2,8,27,7,1
ProcessedEntityChanges,Id,bigint,8,19,0,0
ProcessedEntityChanges,ChangeSetId,bigint,8,19,0,0
ProcessedEntityChanges,ProcessedTime,datetime2,8,27,7,1
ProcessedEntityChanges,TenantId,int,4,10,0,0
Project,Id,bigint,8,19,0,0
Project,CreationTime,datetime2,8,27,7,0
Project,CreatorUserId,bigint,8,19,0,1
Project,LastModificationTime,datetime2,8,27,7,1
Project,LastModifierUserId,bigint,8,19,0,1
Project,IsDeleted,bit,1,1,0,0
Project,DeleterUserId,bigint,8,19,0,1
Project,DeletionTime,datetime2,8,27,7,1
Project,Name,nvarchar,-1,0,0,0
Project,Description,nvarchar,-1,0,0,1
Project,TenantId,int,4,10,0,0
Project,OwnerId,bigint,8,19,0,1
Project,Status,int,4,10,0,1
Project,TemplateStatus,int,4,10,0,1
Project,TemplateType,int,4,10,0,1
Project,IsTemplate,bit,1,1,0,0
Project,DueDate,datetime2,8,27,7,1
Project,PublishedDate,datetime2,8,27,7,1
Project,PublishedById,bigint,8,19,0,1
Project,CreatedFromId,bigint,8,19,0,1
Project,CreatedFromMethod,int,4,10,0,1
Project,CreatedFromTemplateStatus,int,4,10,0,1
Project,IsLocked,bit,1,1,0,0
Project,IsLockedForClients,bit,1,1,0,0
Project,IsArchived,bit,1,1,0,0
Project,Uuid,uniqueidentifier,16,0,0,0
ProjectTag,Id,int,4,10,0,0
ProjectTag,CreationTime,datetime2,8,27,7,0
ProjectTag,CreatorUserId,bigint,8,19,0,1
ProjectTag,LastModificationTime,datetime2,8,27,7,1
ProjectTag,LastModifierUserId,bigint,8,19,0,1
ProjectTag,IsDeleted,bit,1,1,0,0
ProjectTag,DeleterUserId,bigint,8,19,0,1
ProjectTag,DeletionTime,datetime2,8,27,7,1
ProjectTag,TagId,int,4,10,0,0
ProjectTag,ProjectId,bigint,8,19,0,0
ProjectTag,TenantId,int,4,10,0,0
ProjectTag,Uuid,uniqueidentifier,16,0,0,0
ProjectTask,Id,bigint,8,19,0,0
ProjectTask,CreationTime,datetime2,8,27,7,0
ProjectTask,CreatorUserId,bigint,8,19,0,1
ProjectTask,LastModificationTime,datetime2,8,27,7,1
ProjectTask,LastModifierUserId,bigint,8,19,0,1
ProjectTask,IsDeleted,bit,1,1,0,0
ProjectTask,DeleterUserId,bigint,8,19,0,1
ProjectTask,DeletionTime,datetime2,8,27,7,1
ProjectTask,Name,nvarchar,-1,0,0,0
ProjectTask,Description,nvarchar,-1,0,0,1
ProjectTask,ParentTaskId,bigint,8,19,0,1
ProjectTask,ProjectId,bigint,8,19,0,0
ProjectTask,TenantId,int,4,10,0,0
ProjectTask,Ordinal,int,4,10,0,0
ProjectTask,DueDate,datetime2,8,27,7,1
ProjectTask,Status,int,4,10,0,1
ProjectTask,HasComments,bit,1,1,0,0
ProjectTask,HasDocuments,bit,1,1,0,0
ProjectTask,IsArchived,bit,1,1,0,0
ProjectTask,Uuid,uniqueidentifier,16,0,0,0
ProjectTaskAssessment,Id,bigint,8,19,0,0
ProjectTaskAssessment,TenantId,int,4,10,0,0
ProjectTaskAssessment,ProjectTaskId,bigint,8,19,0,0
ProjectTaskAssessment,AssessmentId,bigint,8,19,0,0
ProjectTaskAssessment,Uuid,uniqueidentifier,16,0,0,0
ProjectTaskAssessment,CreationTime,datetime2,8,27,7,0
ProjectTaskAssessment,CreatorUserId,bigint,8,19,0,1
ProjectTaskAssessment,LastModificationTime,datetime2,8,27,7,1
ProjectTaskAssessment,LastModifierUserId,bigint,8,19,0,1
ProjectTaskAssessment,IsDeleted,bit,1,1,0,0
ProjectTaskAssessment,DeleterUserId,bigint,8,19,0,1
ProjectTaskAssessment,DeletionTime,datetime2,8,27,7,1
ProjectTaskAssignee,Id,bigint,8,19,0,0
ProjectTaskAssignee,CreationTime,datetime2,8,27,7,0
ProjectTaskAssignee,CreatorUserId,bigint,8,19,0,1
ProjectTaskAssignee,LastModificationTime,datetime2,8,27,7,1
ProjectTaskAssignee,LastModifierUserId,bigint,8,19,0,1
ProjectTaskAssignee,IsDeleted,bit,1,1,0,0
ProjectTaskAssignee,DeleterUserId,bigint,8,19,0,1
ProjectTaskAssignee,DeletionTime,datetime2,8,27,7,1
ProjectTaskAssignee,TenantId,int,4,10,0,0
ProjectTaskAssignee,ProjectTaskId,bigint,8,19,0,0
ProjectTaskAssignee,UserId,bigint,8,19,0,1
ProjectTaskAssignee,OrganizationUnitId,bigint,8,19,0,1
ProjectTaskComment,Id,bigint,8,19,0,0
ProjectTaskComment,CreationTime,datetime2,8,27,7,0
ProjectTaskComment,CreatorUserId,bigint,8,19,0,1
ProjectTaskComment,LastModificationTime,datetime2,8,27,7,1
ProjectTaskComment,LastModifierUserId,bigint,8,19,0,1
ProjectTaskComment,IsDeleted,bit,1,1,0,0
ProjectTaskComment,DeleterUserId,bigint,8,19,0,1
ProjectTaskComment,DeletionTime,datetime2,8,27,7,1
ProjectTaskComment,CommentText,nvarchar,-1,0,0,1
ProjectTaskComment,ProjectTaskId,bigint,8,19,0,0
ProjectTaskComment,TenantId,int,4,10,0,0
ProjectTaskComment,UserId,bigint,8,19,0,1
ProjectTaskControlStatement,Id,bigint,8,19,0,0
ProjectTaskControlStatement,TenantId,int,4,10,0,0
ProjectTaskControlStatement,ProjectTaskId,bigint,8,19,0,0
ProjectTaskControlStatement,ControlId,int,4,10,0,0
ProjectTaskControlStatement,StatementId,bigint,8,19,0,1
ProjectTaskControlStatement,Uuid,uniqueidentifier,16,0,0,0
ProjectTaskControlStatement,CreationTime,datetime2,8,27,7,0
ProjectTaskControlStatement,CreatorUserId,bigint,8,19,0,1
ProjectTaskControlStatement,LastModificationTime,datetime2,8,27,7,1
ProjectTaskControlStatement,LastModifierUserId,bigint,8,19,0,1
ProjectTaskControlStatement,IsDeleted,bit,1,1,0,0
