table name,column name,data type,max length,precision,scale,is nullable
AbpBackgroundJobs,Id,bigint,8,19,0,0
AbpBackgroundJobs,CreationTime,datetime2,8,27,7,0
AbpBackgroundJobs,CreatorUserId,bigint,8,19,0,1
AbpBackgroundJobs,IsAbandoned,bit,1,1,0,0
AbpBackgroundJobs,JobArgs,nvarchar,-1,0,0,0
AbpBackgroundJobs,JobType,nvarchar,1024,0,0,0
AbpBackgroundJobs,LastTryTime,datetime2,8,27,7,1
AbpBackgroundJobs,NextTryTime,datetime2,8,27,7,0
AbpBackgroundJobs,Priority,tinyint,1,3,0,0
AbpBackgroundJobs,TryCount,smallint,2,5,0,0
AbpDynamicEntityProperties,Id,int,4,10,0,0
AbpDynamicEntityProperties,EntityFullName,nvarchar,512,0,0,1
AbpDynamicEntityProperties,DynamicPropertyId,int,4,10,0,0
AbpDynamicEntityProperties,TenantId,int,4,10,0,1
AbpDynamicEntityPropertyValues,Id,bigint,8,19,0,0
AbpDynamicEntityPropertyValues,Value,nvarchar,-1,0,0,0
AbpDynamicEntityPropertyValues,EntityId,nvarchar,-1,0,0,1
AbpDynamicEntityPropertyValues,DynamicEntityPropertyId,int,4,10,0,0
AbpDynamicEntityPropertyValues,TenantId,int,4,10,0,1
AbpDynamicProperties,Id,int,4,10,0,0
AbpDynamicProperties,PropertyName,nvarchar,512,0,0,1
AbpDynamicProperties,DisplayName,nvarchar,-1,0,0,1
AbpDynamicProperties,InputType,nvarchar,-1,0,0,1
AbpDynamicProperties,Permission,nvarchar,-1,0,0,1
AbpDynamicProperties,TenantId,int,4,10,0,1
AbpDynamicPropertyValues,Id,bigint,8,19,0,0
AbpDynamicPropertyValues,Value,nvarchar,-1,0,0,0
AbpDynamicPropertyValues,TenantId,int,4,10,0,1
AbpDynamicPropertyValues,DynamicPropertyId,int,4,10,0,0
AbpEditions,Id,int,4,10,0,0
AbpEditions,CreationTime,datetime2,8,27,7,0
AbpEditions,CreatorUserId,bigint,8,19,0,1
AbpEditions,DeleterUserId,bigint,8,19,0,1
AbpEditions,DeletionTime,datetime2,8,27,7,1
AbpEditions,DisplayName,nvarchar,-1,0,0,0
AbpEditions,IsDeleted,bit,1,1,0,0
AbpEditions,LastModificationTime,datetime2,8,27,7,1
AbpEditions,LastModifierUserId,bigint,8,19,0,1
AbpEditions,Name,nvarchar,-1,0,0,0
AbpEditions,Discriminator,nvarchar,-1,0,0,0
AbpEditions,AnnualPrice,decimal,9,18,2,1
AbpEditions,ExpiringEditionId,int,4,10,0,1
AbpEditions,MonthlyPrice,decimal,9,18,2,1
AbpEditions,TrialDayCount,int,4,10,0,1
AbpEditions,WaitingDayAfterExpire,int,4,10,0,1
AbpEditions,MarketplaceItemId,int,4,10,0,1
AbpEditions,FixedPrice,decimal,9,18,2,1
AbpEditions,ServiceProviderId,int,4,10,0,1
AbpEditions,IsServiceProviderEdition,bit,1,1,0,0
AbpEditions,DefaultExternalPlanId,nvarchar,-1,0,0,1
AbpEditions,ExternalProductId,nvarchar,-1,0,0,1
AbpEditions,IsUserBasedBaseEdition,bit,1,1,0,1
AbpEditions,IsServiceProviderClientOnlyEdition,bit,1,1,0,1
AbpEditions,ExternalPaymentGatewayAnnualAddOnId,nvarchar,-1,0,0,1
AbpEditions,ExternalPaymentGatewayAnnualPlanId,nvarchar,-1,0,0,1
AbpEditions,ExternalPaymentGatewayMonthlyAddOnId,nvarchar,-1,0,0,1
AbpEditions,ExternalPaymentGatewayMonthlyPlanId,nvarchar,-1,0,0,1
AbpEditions,MonthlyPriceForAnnualPlan,decimal,9,18,2,1
AbpEditions,Uuid,uniqueidentifier,16,0,0,0
AbpEntityChanges,Id,bigint,8,19,0,0
AbpEntityChanges,ChangeTime,datetime2,8,27,7,0
AbpEntityChanges,ChangeType,tinyint,1,3,0,0
AbpEntityChanges,EntityChangeSetId,bigint,8,19,0,0
AbpEntityChanges,EntityId,nvarchar,96,0,0,1
AbpEntityChanges,EntityTypeFullName,nvarchar,384,0,0,1
AbpEntityChanges,TenantId,int,4,10,0,1
AbpEntityChangeSets,Id,bigint,8,19,0,0
AbpEntityChangeSets,BrowserInfo,nvarchar,1024,0,0,1
AbpEntityChangeSets,ClientIpAddress,nvarchar,128,0,0,1
AbpEntityChangeSets,ClientName,nvarchar,256,0,0,1
AbpEntityChangeSets,CreationTime,datetime2,8,27,7,0
AbpEntityChangeSets,ExtensionData,nvarchar,-1,0,0,1
AbpEntityChangeSets,ImpersonatorTenantId,int,4,10,0,1
AbpEntityChangeSets,ImpersonatorUserId,bigint,8,19,0,1
AbpEntityChangeSets,Reason,nvarchar,512,0,0,1
AbpEntityChangeSets,TenantId,int,4,10,0,1
AbpEntityChangeSets,UserId,bigint,8,19,0,1
AbpEntityPropertyChanges,Id,bigint,8,19,0,0
AbpEntityPropertyChanges,EntityChangeId,bigint,8,19,0,0
AbpEntityPropertyChanges,NewValue,nvarchar,-1,0,0,1
AbpEntityPropertyChanges,OriginalValue,nvarchar,-1,0,0,1
AbpEntityPropertyChanges,PropertyName,nvarchar,192,0,0,1
AbpEntityPropertyChanges,PropertyTypeFullName,nvarchar,384,0,0,1
AbpEntityPropertyChanges,TenantId,int,4,10,0,1
AbpEntityPropertyChanges,NewValueHash,nvarchar,-1,0,0,1
AbpEntityPropertyChanges,OriginalValueHash,nvarchar,-1,0,0,1
AbpEntityPropertyChanges,PropertyNameVarChar,varchar,200,0,0,1
AbpEntityPropertyChanges,NewValueVarChar,varchar,200,0,0,1
AbpFeatures,Id,bigint,8,19,0,0
AbpFeatures,CreationTime,datetime2,8,27,7,0
AbpFeatures,CreatorUserId,bigint,8,19,0,1
AbpFeatures,Discriminator,nvarchar,-1,0,0,0
AbpFeatures,Name,nvarchar,256,0,0,0
AbpFeatures,Value,nvarchar,4000,0,0,0
AbpFeatures,EditionId,int,4,10,0,1
AbpFeatures,TenantId,int,4,10,0,1
AbpLanguages,Id,int,4,10,0,0
AbpLanguages,CreationTime,datetime2,8,27,7,0
AbpLanguages,CreatorUserId,bigint,8,19,0,1
AbpLanguages,DeleterUserId,bigint,8,19,0,1
AbpLanguages,DeletionTime,datetime2,8,27,7,1
AbpLanguages,DisplayName,nvarchar,128,0,0,0
AbpLanguages,Icon,nvarchar,256,0,0,1
AbpLanguages,IsDeleted,bit,1,1,0,0
AbpLanguages,LastModificationTime,datetime2,8,27,7,1
AbpLanguages,LastModifierUserId,bigint,8,19,0,1
AbpLanguages,Name,nvarchar,256,0,0,0
AbpLanguages,TenantId,int,4,10,0,1
AbpLanguages,IsDisabled,bit,1,1,0,0
AbpLanguageTexts,Id,bigint,8,19,0,0
AbpLanguageTexts,CreationTime,datetime2,8,27,7,0
AbpLanguageTexts,CreatorUserId,bigint,8,19,0,1
AbpLanguageTexts,Key,nvarchar,512,0,0,0
AbpLanguageTexts,LanguageName,nvarchar,256,0,0,0
AbpLanguageTexts,LastModificationTime,datetime2,8,27,7,1
AbpLanguageTexts,LastModifierUserId,bigint,8,19,0,1
AbpLanguageTexts,Source,nvarchar,256,0,0,0
AbpLanguageTexts,TenantId,int,4,10,0,1
AbpLanguageTexts,Value,nvarchar,-1,0,0,0
AbpNotifications,Id,uniqueidentifier,16,0,0,0
AbpNotifications,CreationTime,datetime2,8,27,7,0
AbpNotifications,CreatorUserId,bigint,8,19,0,1
AbpNotifications,Data,nvarchar,-1,0,0,1
AbpNotifications,DataTypeName,nvarchar,1024,0,0,1
AbpNotifications,EntityId,nvarchar,192,0,0,1
AbpNotifications,EntityTypeAssemblyQualifiedName,nvarchar,1024,0,0,1
AbpNotifications,EntityTypeName,nvarchar,500,0,0,1
AbpNotifications,ExcludedUserIds,nvarchar,-1,0,0,1
AbpNotifications,NotificationName,nvarchar,192,0,0,0
AbpNotifications,Severity,tinyint,1,3,0,0
AbpNotifications,TenantIds,nvarchar,-1,0,0,1
AbpNotifications,UserIds,nvarchar,-1,0,0,1
AbpNotifications,TargetNotifiers,nvarchar,2048,0,0,1
AbpNotificationSubscriptions,Id,uniqueidentifier,16,0,0,0
AbpNotificationSubscriptions,CreationTime,datetime2,8,27,7,0
AbpNotificationSubscriptions,CreatorUserId,bigint,8,19,0,1
AbpNotificationSubscriptions,EntityId,nvarchar,192,0,0,1
AbpNotificationSubscriptions,EntityTypeAssemblyQualifiedName,nvarchar,1024,0,0,1
AbpNotificationSubscriptions,EntityTypeName,nvarchar,500,0,0,1
AbpNotificationSubscriptions,NotificationName,nvarchar,192,0,0,1
AbpNotificationSubscriptions,TenantId,int,4,10,0,1
AbpNotificationSubscriptions,UserId,bigint,8,19,0,0
AbpOrganizationUnitRoles,Id,bigint,8,19,0,0
AbpOrganizationUnitRoles,TenantId,int,4,10,0,1
AbpOrganizationUnitRoles,RoleId,int,4,10,0,0
AbpOrganizationUnitRoles,OrganizationUnitId,bigint,8,19,0,0
AbpOrganizationUnitRoles,IsDeleted,bit,1,1,0,0
AbpOrganizationUnitRoles,CreationTime,datetime2,8,27,7,0
AbpOrganizationUnitRoles,CreatorUserId,bigint,8,19,0,1
AbpOrganizationUnits,Id,bigint,8,19,0,0
AbpOrganizationUnits,Code,nvarchar,190,0,0,0
AbpOrganizationUnits,CreationTime,datetime2,8,27,7,0
AbpOrganizationUnits,CreatorUserId,bigint,8,19,0,1
AbpOrganizationUnits,DeleterUserId,bigint,8,19,0,1
AbpOrganizationUnits,DeletionTime,datetime2,8,27,7,1
AbpOrganizationUnits,DisplayName,nvarchar,256,0,0,0
AbpOrganizationUnits,IsDeleted,bit,1,1,0,0
AbpOrganizationUnits,LastModificationTime,datetime2,8,27,7,1
AbpOrganizationUnits,LastModifierUserId,bigint,8,19,0,1
AbpOrganizationUnits,ParentId,bigint,8,19,0,1
AbpOrganizationUnits,TenantId,int,4,10,0,1
AbpOrganizationUnits,Discriminator,nvarchar,-1,0,0,0
AbpOrganizationUnits,IdPGroupClaimName,nvarchar,-1,0,0,1
AbpOrganizationUnits,Uuid,uniqueidentifier,16,0,0,0
AbpPermissions,Id,bigint,8,19,0,0
AbpPermissions,CreationTime,datetime2,8,27,7,0
AbpPermissions,CreatorUserId,bigint,8,19,0,1
AbpPermissions,Discriminator,nvarchar,-1,0,0,0
AbpPermissions,IsGranted,bit,1,1,0,0
AbpPermissions,Name,nvarchar,256,0,0,0
AbpPermissions,TenantId,int,4,10,0,1
AbpPermissions,RoleId,int,4,10,0,1
AbpPermissions,UserId,bigint,8,19,0,1
AbpPersistedGrants,Id,nvarchar,400,0,0,0
AbpPersistedGrants,ClientId,nvarchar,400,0,0,0
AbpPersistedGrants,CreationTime,datetime2,8,27,7,0
AbpPersistedGrants,Data,nvarchar,-1,0,0,0
AbpPersistedGrants,Expiration,datetime2,8,27,7,1
AbpPersistedGrants,SubjectId,nvarchar,400,0,0,1
AbpPersistedGrants,Type,nvarchar,100,0,0,0
AbpPersistedGrants,ConsumedTime,datetime2,8,27,7,1
AbpPersistedGrants,Description,nvarchar,400,0,0,1
AbpPersistedGrants,SessionId,nvarchar,200,0,0,1
AbpRoleClaims,Id,bigint,8,19,0,0
AbpRoleClaims,ClaimType,nvarchar,512,0,0,1
AbpRoleClaims,ClaimValue,nvarchar,-1,0,0,1
AbpRoleClaims,CreationTime,datetime2,8,27,7,0
AbpRoleClaims,CreatorUserId,bigint,8,19,0,1
AbpRoleClaims,RoleId,int,4,10,0,0
AbpRoleClaims,TenantId,int,4,10,0,1
AbpRoles,Id,int,4,10,0,0
AbpRoles,ConcurrencyStamp,nvarchar,256,0,0,1
AbpRoles,CreationTime,datetime2,8,27,7,0
AbpRoles,CreatorUserId,bigint,8,19,0,1
AbpRoles,DeleterUserId,bigint,8,19,0,1
AbpRoles,DeletionTime,datetime2,8,27,7,1
AbpRoles,DisplayName,nvarchar,128,0,0,0
AbpRoles,IsDefault,bit,1,1,0,0
AbpRoles,IsDeleted,bit,1,1,0,0
AbpRoles,IsStatic,bit,1,1,0,0
AbpRoles,LastModificationTime,datetime2,8,27,7,1
AbpRoles,LastModifierUserId,bigint,8,19,0,1
AbpRoles,Name,nvarchar,64,0,0,0
AbpRoles,NormalizedName,nvarchar,64,0,0,0
AbpRoles,TenantId,int,4,10,0,1
AbpRoles,IsHidden,bit,1,1,0,0
AbpRoles,IdPGroupClaimName,nvarchar,-1,0,0,1
AbpRoles,Uuid,uniqueidentifier,16,0,0,0
AbpSettings,Id,bigint,8,19,0,0
AbpSettings,CreationTime,datetime2,8,27,7,0
AbpSettings,CreatorUserId,bigint,8,19,0,1
AbpSettings,LastModificationTime,datetime2,8,27,7,1
AbpSettings,LastModifierUserId,bigint,8,19,0,1
AbpSettings,Name,nvarchar,512,0,0,0
AbpSettings,TenantId,int,4,10,0,1
AbpSettings,UserId,bigint,8,19,0,1
AbpSettings,Value,nvarchar,-1,0,0,1
AbpTenantNotifications,Id,uniqueidentifier,16,0,0,0
AbpTenantNotifications,CreationTime,datetime2,8,27,7,0
AbpTenantNotifications,CreatorUserId,bigint,8,19,0,1
AbpTenantNotifications,Data,nvarchar,-1,0,0,1
AbpTenantNotifications,DataTypeName,nvarchar,1024,0,0,1
AbpTenantNotifications,EntityId,nvarchar,192,0,0,1
AbpTenantNotifications,EntityTypeAssemblyQualifiedName,nvarchar,1024,0,0,1
AbpTenantNotifications,EntityTypeName,nvarchar,500,0,0,1
AbpTenantNotifications,NotificationName,nvarchar,192,0,0,0
AbpTenantNotifications,Severity,tinyint,1,3,0,0
AbpTenantNotifications,TenantId,int,4,10,0,1
AbpTenants,Id,int,4,10,0,0
AbpTenants,ConnectionString,nvarchar,2048,0,0,1
AbpTenants,CreationTime,datetime2,8,27,7,0
AbpTenants,CreatorUserId,bigint,8,19,0,1
AbpTenants,CustomCssId,uniqueidentifier,16,0,0,1
AbpTenants,DeleterUserId,bigint,8,19,0,1
AbpTenants,DeletionTime,datetime2,8,27,7,1
AbpTenants,EditionId,int,4,10,0,1
AbpTenants,IsActive,bit,1,1,0,0
AbpTenants,IsDeleted,bit,1,1,0,0
AbpTenants,LastModificationTime,datetime2,8,27,7,1
AbpTenants,LastModifierUserId,bigint,8,19,0,1
AbpTenants,LogoFileType,nvarchar,128,0,0,1
AbpTenants,LogoId,uniqueidentifier,16,0,0,1
AbpTenants,Name,nvarchar,256,0,0,0
AbpTenants,TenancyName,nvarchar,128,0,0,0
AbpTenants,IsSeller,bit,1,1,0,0
AbpTenants,ImportFileLogId,bigint,8,19,0,1
AbpTenants,ReferralCode,nvarchar,-1,0,0,1
AbpTenants,ServiceProviderId,int,4,10,0,1
AbpTenants,ProductLabel,nvarchar,-1,0,0,1
AbpTenants,HasCompletedProfileSetup,bit,1,1,0,0
AbpTenants,SignedUpUsingReferralUrl,bit,1,1,0,0
AbpTenants,ExternalCustomerId,nvarchar,-1,0,0,1
AbpTenants,HasUpgradedToFreeTrial,bit,1,1,0,0
AbpTenants,IndustryId,int,4,10,0,1
AbpTenants,SignedUpAppType,int,4,10,0,0
AbpTenants,ThirdPartyLabel,nvarchar,-1,0,0,1
AbpTenants,LocationId,int,4,10,0,1
AbpTenants,SizeOfTeam,int,4,10,0,1
AbpTenants,CompanySize,int,4,10,0,1
AbpTenants,Specialisation,nvarchar,-1,0,0,1
AbpTenants,ExternalAuthorizationServerIssuerUrl,nvarchar,-1,0,0,1
AbpTenants,ExternalIdentityProvider,int,4,10,0,0
AbpTenants,SinglePageApplicationClientId,nvarchar,-1,0,0,1
AbpTenants,WebApplicationClientId,nvarchar,-1,0,0,1
AbpTenants,WebApplicationClientSecret,nvarchar,-1,0,0,1
AbpTenants,CreatedUsingSPDashboard,bit,1,1,0,0
AbpTenants,IsTemplate,bit,1,1,0,0
AbpTenants,IsConfiguredForStripeGateway,bit,1,1,0,0
AbpTenants,IsAvailableForMarketplace,bit,1,1,0,0
AbpTenants,IsPublishedToMarketplace,bit,1,1,0,0
AbpTenants,ReportingPlatformId,uniqueidentifier,16,0,0,1
AbpTenants,ReportingPlatformRefreshToken,nvarchar,-1,0,0,1
AbpTenants,ReportingPlatformApiId,bigint,8,19,0,1
AbpTenants,SyncActiveUserCountWithChargebee,bit,1,1,0,0
AbpTenants,TemplateLastUpdatedTime,datetime2,8,27,7,1
AbpTenants,SSODomains,nvarchar,-1,0,0,1
AbpTenants,IsSSOEnabled,bit,1,1,0,0
AbpTenants,IsUsingGroupsScope,bit,1,1,0,0
AbpTenants,IsInternal,bit,1,1,0,0
AbpTenants,ClientSize,int,4,10,0,1
AbpTenants,Uuid,uniqueidentifier,16,0,0,0
AbpTenants,LeenOrganizationId,nvarchar,-1,0,0,1
AbpTenants,WorkatoCustomerWorkspaceId,nvarchar,-1,0,0,1
AbpTenants,SSOJITProvisionGroups,bit,1,1,0,0
AbpTenants,SSOJITProvisionRoles,bit,1,1,0,0
AbpTenants,HardDeleteFirstUserId,bigint,8,19,0,1
AbpTenants,IsHardDeleted,bit,1,1,0,0
AbpUserAccounts,Id,bigint,8,19,0,0
AbpUserAccounts,CreationTime,datetime2,8,27,7,0
AbpUserAccounts,CreatorUserId,bigint,8,19,0,1
AbpUserAccounts,DeleterUserId,bigint,8,19,0,1
AbpUserAccounts,DeletionTime,datetime2,8,27,7,1
AbpUserAccounts,EmailAddress,nvarchar,512,0,0,1
AbpUserAccounts,IsDeleted,bit,1,1,0,0
AbpUserAccounts,LastModificationTime,datetime2,8,27,7,1
AbpUserAccounts,LastModifierUserId,bigint,8,19,0,1
AbpUserAccounts,TenantId,int,4,10,0,1
AbpUserAccounts,UserId,bigint,8,19,0,0
AbpUserAccounts,UserLinkId,bigint,8,19,0,1
AbpUserAccounts,UserName,nvarchar,512,0,0,1
AbpUserAccounts,Discriminator,nvarchar,-1,0,0,0
AbpUserAccounts,IsAutoCreatedForAdvisor,bit,1,1,0,1
AbpUserAccounts,IsInvalidLink,bit,1,1,0,1
AbpUserClaims,Id,bigint,8,19,0,0
AbpUserClaims,ClaimType,nvarchar,512,0,0,1
AbpUserClaims,ClaimValue,nvarchar,-1,0,0,1
AbpUserClaims,CreationTime,datetime2,8,27,7,0
AbpUserClaims,CreatorUserId,bigint,8,19,0,1
AbpUserClaims,TenantId,int,4,10,0,1
AbpUserClaims,UserId,bigint,8,19,0,0
AbpUserLoginAttempts,Id,bigint,8,19,0,0
AbpUserLoginAttempts,BrowserInfo,nvarchar,1024,0,0,1
AbpUserLoginAttempts,ClientIpAddress,nvarchar,128,0,0,1
AbpUserLoginAttempts,ClientName,nvarchar,256,0,0,1
AbpUserLoginAttempts,CreationTime,datetime2,8,27,7,0
AbpUserLoginAttempts,Result,tinyint,1,3,0,0
AbpUserLoginAttempts,TenancyName,nvarchar,128,0,0,1
AbpUserLoginAttempts,TenantId,int,4,10,0,1
AbpUserLoginAttempts,UserId,bigint,8,19,0,1
AbpUserLoginAttempts,UserNameOrEmailAddress,nvarchar,512,0,0,1
AbpUserLogins,Id,bigint,8,19,0,0
AbpUserLogins,LoginProvider,nvarchar,256,0,0,0
AbpUserLogins,ProviderKey,nvarchar,512,0,0,0
AbpUserLogins,TenantId,int,4,10,0,1
AbpUserLogins,UserId,bigint,8,19,0,0
AbpUserNotifications,Id,uniqueidentifier,16,0,0,0
AbpUserNotifications,CreationTime,datetime2,8,27,7,0
AbpUserNotifications,State,int,4,10,0,0
AbpUserNotifications,TenantId,int,4,10,0,1
AbpUserNotifications,TenantNotificationId,uniqueidentifier,16,0,0,0
AbpUserNotifications,UserId,bigint,8,19,0,0
AbpUserNotifications,TargetNotifiers,nvarchar,2048,0,0,1
AbpUserOrganizationUnits,Id,bigint,8,19,0,0
AbpUserOrganizationUnits,CreationTime,datetime2,8,27,7,0
AbpUserOrganizationUnits,CreatorUserId,bigint,8,19,0,1
AbpUserOrganizationUnits,OrganizationUnitId,bigint,8,19,0,0
AbpUserOrganizationUnits,TenantId,int,4,10,0,1
AbpUserOrganizationUnits,UserId,bigint,8,19,0,0
AbpUserOrganizationUnits,IsDeleted,bit,1,1,0,0
AbpUserRoles,Id,bigint,8,19,0,0
AbpUserRoles,CreationTime,datetime2,8,27,7,0
AbpUserRoles,CreatorUserId,bigint,8,19,0,1
AbpUserRoles,RoleId,int,4,10,0,0
AbpUserRoles,TenantId,int,4,10,0,1
AbpUserRoles,UserId,bigint,8,19,0,0
AbpUsers,Id,bigint,8,19,0,0
AbpUsers,AccessFailedCount,int,4,10,0,0
AbpUsers,AuthenticationSource,nvarchar,128,0,0,1
AbpUsers,ConcurrencyStamp,nvarchar,256,0,0,1
AbpUsers,CreationTime,datetime2,8,27,7,0
AbpUsers,CreatorUserId,bigint,8,19,0,1
AbpUsers,DeleterUserId,bigint,8,19,0,1
AbpUsers,DeletionTime,datetime2,8,27,7,1
AbpUsers,EmailAddress,nvarchar,512,0,0,0
AbpUsers,EmailConfirmationCode,nvarchar,656,0,0,1
AbpUsers,IsActive,bit,1,1,0,0
AbpUsers,IsDeleted,bit,1,1,0,0
AbpUsers,IsEmailConfirmed,bit,1,1,0,0
AbpUsers,IsLockoutEnabled,bit,1,1,0,0
AbpUsers,IsPhoneNumberConfirmed,bit,1,1,0,0
AbpUsers,IsTwoFactorEnabled,bit,1,1,0,0
AbpUsers,LastLoginTime,datetime2,8,27,7,1
AbpUsers,LastModificationTime,datetime2,8,27,7,1
AbpUsers,LastModifierUserId,bigint,8,19,0,1
AbpUsers,LockoutEndDateUtc,datetime2,8,27,7,1
AbpUsers,Name,nvarchar,128,0,0,0
AbpUsers,NormalizedEmailAddress,nvarchar,512,0,0,0
AbpUsers,NormalizedUserName,nvarchar,512,0,0,0
AbpUsers,Password,nvarchar,256,0,0,0
AbpUsers,PasswordResetCode,nvarchar,656,0,0,1
AbpUsers,PhoneNumber,nvarchar,64,0,0,1
AbpUsers,ProfilePictureId,uniqueidentifier,16,0,0,1
AbpUsers,SecurityStamp,nvarchar,256,0,0,1
AbpUsers,ShouldChangePasswordOnNextLogin,bit,1,1,0,0
AbpUsers,Surname,nvarchar,64,0,0,1
AbpUsers,TenantId,int,4,10,0,1
AbpUsers,UserName,nvarchar,512,0,0,0
AbpUsers,SignInToken,nvarchar,-1,0,0,1
AbpUsers,SignInTokenExpireTimeUtc,datetime2,8,27,7,1
AbpUsers,GoogleAuthenticatorKey,nvarchar,-1,0,0,1
AbpUsers,AcceptTerms,datetime2,8,27,7,0
AbpUsers,IsInvitedAdvisor,bit,1,1,0,1
AbpUsers,JobTitle,nvarchar,-1,0,0,1
AbpUsers,LocationId,int,4,10,0,1
AbpUsers,HasLoggedInUsingWebApp,bit,1,1,0,0
AbpUsers,IsMobileAppUser,bit,1,1,0,0
AbpUsers,IsWebAppUser,bit,1,1,0,0
AbpUsers,IsHidden,bit,1,1,0,0
AbpUsers,HasLoggedInUsingMobileApp,bit,1,1,0,0
AbpUsers,LicenseType,int,4,10,0,0
AbpUsers,AreaOfResponsibility,nvarchar,-1,0,0,1
AbpUsers,ReportingPlatformId,uniqueidentifier,16,0,0,1
AbpUsers,ReportingPlatformApiId,bigint,8,19,0,1
AbpUsers,EmailActivationLinkExpireTimeUtc,datetime2,8,27,7,1
AbpUsers,PasswordResetLinkExpireTimeUtc,datetime2,8,27,7,1
AbpUsers,IsJITProvisionedUser,bit,1,1,0,0
AbpUsers,SSOReferenceId,nvarchar,-1,0,0,1
AbpUsers,Uuid,uniqueidentifier,16,0,0,0
AbpUsers,LastActivationTime,datetime2,8,27,7,1
AbpUsers,DoNotAutoDeactivate,bit,1,1,0,0
AbpUsers,WorkatoUserId,nvarchar,-1,0,0,1
AbpUserTokens,Id,bigint,8,19,0,0
AbpUserTokens,LoginProvider,nvarchar,256,0,0,1
AbpUserTokens,Name,nvarchar,256,0,0,1
AbpUserTokens,TenantId,int,4,10,0,1
AbpUserTokens,UserId,bigint,8,19,0,0
AbpUserTokens,Value,nvarchar,1024,0,0,1
AbpUserTokens,ExpireDate,datetime2,8,27,7,1
AbpWebhookEvents,Id,uniqueidentifier,16,0,0,0
AbpWebhookEvents,WebhookName,nvarchar,-1,0,0,0
AbpWebhookEvents,Data,nvarchar,-1,0,0,1
AbpWebhookEvents,CreationTime,datetime2,8,27,7,0
AbpWebhookEvents,TenantId,int,4,10,0,1
AbpWebhookEvents,IsDeleted,bit,1,1,0,0
AbpWebhookEvents,DeletionTime,datetime2,8,27,7,1
AbpWebhookSendAttempts,Id,uniqueidentifier,16,0,0,0
AbpWebhookSendAttempts,WebhookEventId,uniqueidentifier,16,0,0,0
AbpWebhookSendAttempts,WebhookSubscriptionId,uniqueidentifier,16,0,0,0
AbpWebhookSendAttempts,Response,nvarchar,-1,0,0,1
AbpWebhookSendAttempts,ResponseStatusCode,int,4,10,0,1
AbpWebhookSendAttempts,CreationTime,datetime2,8,27,7,0
AbpWebhookSendAttempts,LastModificationTime,datetime2,8,27,7,1
AbpWebhookSendAttempts,TenantId,int,4,10,0,1
AbpWebhookSubscriptions,Id,uniqueidentifier,16,0,0,0
AbpWebhookSubscriptions,TenantId,int,4,10,0,1
AbpWebhookSubscriptions,WebhookUri,nvarchar,-1,0,0,0
AbpWebhookSubscriptions,Secret,nvarchar,-1,0,0,0
AbpWebhookSubscriptions,IsActive,bit,1,1,0,0
AbpWebhookSubscriptions,Webhooks,nvarchar,-1,0,0,1
AbpWebhookSubscriptions,Headers,nvarchar,-1,0,0,1
AbpWebhookSubscriptions,CreationTime,datetime2,8,27,7,0
AbpWebhookSubscriptions,CreatorUserId,bigint,8,19,0,1
AbstractIssue,Id,bigint,8,19,0,0
AbstractIssue,CreationTime,datetime2,8,27,7,0
AbstractIssue,CreatorUserId,bigint,8,19,0,1
AbstractIssue,LastModificationTime,datetime2,8,27,7,1
AbstractIssue,LastModifierUserId,bigint,8,19,0,1
AbstractIssue,IsDeleted,bit,1,1,0,0
AbstractIssue,DeleterUserId,bigint,8,19,0,1
AbstractIssue,DeletionTime,datetime2,8,27,7,1
AbstractIssue,TenantId,int,4,10,0,0
AbstractIssue,IdRef,nvarchar,-1,0,0,1
AbstractIssue,IdRefGenerationTime,datetime2,8,27,7,1
AbstractIssue,Name,nvarchar,-1,0,0,1
AbstractIssue,Description,nvarchar,-1,0,0,1
AbstractIssue,IsArchived,bit,1,1,0,0
AbstractIssue,Priority,int,4,10,0,1
AbstractIssue,Uuid,uniqueidentifier,16,0,0,0
AbstractIssueAction,Id,int,4,10,0,0
AbstractIssueAction,CreationTime,datetime2,8,27,7,0
AbstractIssueAction,CreatorUserId,bigint,8,19,0,1
AbstractIssueAction,LastModificationTime,datetime2,8,27,7,1
AbstractIssueAction,LastModifierUserId,bigint,8,19,0,1
AbstractIssueAction,IsDeleted,bit,1,1,0,0
AbstractIssueAction,DeleterUserId,bigint,8,19,0,1
AbstractIssueAction,DeletionTime,datetime2,8,27,7,1
AbstractIssueAction,TenantId,int,4,10,0,0
AbstractIssueAction,Name,nvarchar,-1,0,0,1
AbstractIssueAction,Description,nvarchar,-1,0,0,1
AbstractIssueAction,AbstractIssueId,bigint,8,19,0,0
AbstractIssueAction,IsArchived,bit,1,1,0,0
AbstractIssueCustomAttributeData,Id,bigint,8,19,0,0
AbstractIssueCustomAttributeData,CreationTime,datetime2,8,27,7,0
AbstractIssueCustomAttributeData,CreatorUserId,bigint,8,19,0,1
AbstractIssueCustomAttributeData,LastModificationTime,datetime2,8,27,7,1
AbstractIssueCustomAttributeData,LastModifierUserId,bigint,8,19,0,1
AbstractIssueCustomAttributeData,IsDeleted,bit,1,1,0,0
AbstractIssueCustomAttributeData,DeleterUserId,bigint,8,19,0,1
AbstractIssueCustomAttributeData,DeletionTime,datetime2,8,27,7,1
AbstractIssueCustomAttributeData,TenantId,int,4,10,0,0
AbstractIssueCustomAttributeData,AbstractIssueId,bigint,8,19,0,0
