schema,view name,column name,data type,max length,is nullable
reporting,vwAssessmentLinkedDataList,Assessment_Name,varchar,200,1
reporting,vwAssessmentLinkedDataList,Assessment_TenantId,int,4,1
reporting,vwAssessmentLinkedDataList,Assessment_AuthorityId,int,4,1
reporting,vwAssessmentLinkedDataList,Assessment_PolicyId,bigint,8,1
reporting,vwAssessmentLinkedDataList,Assessment_LinkedRiskList,varchar,8000,1
reporting,vwAssessmentLinkedDataList,Assessment_LinkedIssueList,nvarchar,8000,1
reporting,vwAssessmentLinkedDataList,Assessment_LinkedAssetList,nvarchar,8000,1
reporting,vwAssessmentLinkedDataList,Assessment_LinkedRegisterList,nvarchar,8000,1
reporting,vwAssessmentLinkedDataList,Assessment_LinkedRegisterRecordList,nvarchar,8000,1
reporting,vwAssessmentLinkedDataList,Assessment_UpdateTime,datetime2,8,1
reporting,vwHaileyAuthorityProvision,union_id,uniqueidentifier,16,0
reporting,vwHaileyAuthorityProvision,tenant_id,int,4,1
reporting,vwHaileyAuthorityProvision,tenant_name,nvarchar,256,0
reporting,vwHaileyAuthorityProvision,record_type,varchar,9,0
reporting,vwHaileyAuthorityProvision,record_id,varchar,45,1
reporting,vwHaileyAuthorityProvision,last_updatetime,datetime2,8,1
reporting,vwHaileyAuthorityProvision,status,int,4,1
reporting,vwHaileyAuthorityProvision,text_data,nvarchar,-1,1
reporting,vwHaileyAuthorityProvision,text_hash,varchar,64,1
reporting,vwHaileyAuthorityProvision,additional_data,nvarchar,-1,1
reporting,vwResponsibilityTask,Type,varchar,22,0
reporting,vwResponsibilityTask,ResponsibilityTask_Id,bigint,8,0
reporting,vwResponsibilityTask,TenantId,int,4,0
reporting,vwResponsibilityTask,Policy_Id,bigint,8,0
reporting,vwResponsibilityTask,ResponsibilityTask_ResponsibilityId,bigint,8,0
reporting,vwResponsibilityTask,Title,nvarchar,8000,1
reporting,vwResponsibilityTask,Description,nvarchar,8000,1
reporting,vwResponsibilityTask,ResponsibilityTask_DueDate,datetime2,8,1
reporting,vwResponsibilityTask,ResponsibilityTask_CompletedDate,datetime2,8,1
reporting,vwResponsibilityTask,ResponsibilityTask_DueDateStatus,varchar,11,0
reporting,vwResponsibilityTask,ResponsibilityTask_StatusCode,varchar,11,0
reporting,vwResponsibilityTask,ResponsibilityTask_LastModificationTime,datetime2,8,1
reporting,vwResponsibilityTask,ResponsibilityTask_UserId,bigint,8,0
reporting,vwResponsibilityTask,AssigneeFilter,nvarchar,194,1
reporting,vwStatementResponse,StatementResponse_Id,bigint,8,0
reporting,vwStatementResponse,StatementResponse_CreationTime,datetime2,8,0
reporting,vwStatementResponse,StatementResponse_LastModificationTime,datetime2,8,1
reporting,vwStatementResponse,StatementResponse_TenantId,int,4,0
reporting,vwStatementResponse,StatementResponse_StatementDueDate,datetime2,8,1
reporting,vwStatementResponse,StatementResponse_Response,nvarchar,8000,1
reporting,vwStatementResponse,StatementResponse_StatementId,bigint,8,0
reporting,vwStatementResponse,StatementResponse_UserId,bigint,8,0
reporting,vwStatementResponse,StatementResponse_Status,int,4,0
reporting,vwStatementResponse,StatementResponse_StatusCode,varchar,11,0
reporting,vwStatementResponse,StatementResponse_IsDeprecated,bit,1,0
reporting,vwStatementResponse,StatementResponse_CompletedDate,datetime2,8,1
reporting,vwStatementResponse,StatementResponse_StatementUserIsCurrent,int,4,0
reporting,vwStatementResponse,StatementResponse_DeletedForAssigneeRemoved,bit,1,0
reporting,vwHaileyRequest,HaileyRequest_Id,int,4,0
reporting,vwHaileyRequest,HaileyRequest_SourceEntityId,bigint,8,0
reporting,vwHaileyRequest,HaileyRequest_TargetEntityId,bigint,8,1
reporting,vwHaileyRequest,HaileyRequest_RequestType,int,4,0
reporting,vwHaileyRequest,HaileyRequest_RequestMessage,nvarchar,8000,1
reporting,vwHaileyRequest,HaileyRequest_RequestId,nvarchar,8000,1
reporting,vwHaileyRequest,HaileyRequest_RequestStatus,int,4,0
reporting,vwHaileyRequest,HaileyRequest_RequestedTenantId,int,4,1
reporting,vwHaileyRequest,HaileyRequest_RequestedUserId,bigint,8,1
reporting,vwHaileyRequest,HaileyRequest_Arguments,nvarchar,8000,1
analytics,vRiskTreatmentPlanAssignee,Uuid,uniqueidentifier,16,0
analytics,vRiskTreatmentPlanAssignee,TenantId,int,4,0
analytics,vRiskTreatmentPlanAssignee,RiskTreatmentPlanAssignee_Id,int,4,0
analytics,vRiskTreatmentPlanAssignee,RiskTreatmentPlan_Id,int,4,0
analytics,vRiskTreatmentPlanAssignee,RiskTreatmentPlan_AssigneeId,bigint,8,1
analytics,vRiskTreatmentPlanAssignee,RiskTreatmentPlan_AssigneeName,nvarchar,256,1
reporting,vwAbpLanguageTexts,AbpLanguageTexts_Id,bigint,8,0
reporting,vwAbpLanguageTexts,AbpLanguageTexts_CreationTime,datetime2,8,0
reporting,vwAbpLanguageTexts,AbpLanguageTexts_CreatorUserId,bigint,8,1
reporting,vwAbpLanguageTexts,AbpLanguageTexts_Key,nvarchar,512,0
reporting,vwAbpLanguageTexts,AbpLanguageTexts_LanguageName,nvarchar,256,0
reporting,vwAbpLanguageTexts,AbpLanguageTexts_LastModificationTime,datetime2,8,1
reporting,vwAbpLanguageTexts,AbpLanguageTexts_LastModifierUserId,bigint,8,1
reporting,vwAbpLanguageTexts,AbpLanguageTexts_Source,nvarchar,256,0
reporting,vwAbpLanguageTexts,AbpLanguageTexts_TenantId,int,4,1
reporting,vwAbpLanguageTexts,AbpLanguageTexts_Value,nvarchar,8000,1
reporting,vwRegisterAssignedUsers,TenantId,int,4,0
reporting,vwRegisterAssignedUsers,UserName,nvarchar,194,1
reporting,vwRegisterAssignedUsers,UserEmail,nvarchar,512,0
reporting,vwRegisterAssignedUsers,Record_LastModificationTime,datetime2,8,1
reporting,vwRegisterAssignedUsers,Module,varchar,5,0
reporting,vwRegisterAssignedUsers,AssignedItemType,varchar,14,0
reporting,vwRegisterAssignedUsers,AssignedItemName,nvarchar,8000,1
reporting,vwRegisterAssignedUsers,AssignedItemParentType,varchar,26,0
reporting,vwRegisterAssignedUsers,AssignedItemParentName,nvarchar,8000,1
reporting,vwHaileyAuthority,union_id,uniqueidentifier,16,0
reporting,vwHaileyAuthority,tenant_id,int,4,1
reporting,vwHaileyAuthority,tenant_name,nvarchar,256,0
reporting,vwHaileyAuthority,record_type,varchar,9,0
reporting,vwHaileyAuthority,record_id,varchar,22,1
reporting,vwHaileyAuthority,last_updatetime,datetime2,8,1
reporting,vwHaileyAuthority,status,varchar,9,0
reporting,vwHaileyAuthority,text_data,nvarchar,-1,1
reporting,vwHaileyAuthority,text_hash,varchar,64,1
reporting,vwHaileyAuthority,additional_data,nvarchar,-1,1
reporting,vwAssessmentTag,AssessmentTag_ID,bigint,8,0
reporting,vwAssessmentTag,AssessmentTag_CreationTime,datetime2,8,0
reporting,vwAssessmentTag,AssessmentTag_CreatorUserId,bigint,8,1
reporting,vwAssessmentTag,AssessmentTag_TagId,int,4,0
reporting,vwAssessmentTag,AssessmentTag_AssessmentId,bigint,8,0
reporting,vwAssessmentTag,AssessmentTag_TenantId,int,4,0
reporting,vwAssessmentTag,Assessment_TagName,nvarchar,8000,1
reporting,vwAssessmentTag,AssessmentTag_UpdateTime,datetime2,8,1
reporting,vwStatementResponseComment,StatementResponseComment_Id,bigint,8,0
reporting,vwStatementResponseComment,StatementResponseComment_TenantId,int,4,0
reporting,vwStatementResponseComment,StatementResponseComment_Comment,nvarchar,-1,1
reporting,vwStatementResponseComment,StatementResponseComment_UserId,bigint,8,1
reporting,vwStatementResponseComment,StatementResponseComment_StatementResponseId,bigint,8,0
reporting,vwHubSpoke,Hub_TenantId,int,4,0
reporting,vwHubSpoke,Spoke_TenantId,int,4,1
analytics,vRiskTreatmentPlanAuthorityProvision,TenantId,int,4,0
analytics,vRiskTreatmentPlanAuthorityProvision,RiskTreatmentPlan_Id,int,4,0
analytics,vRiskTreatmentPlanAuthorityProvision,RiskTreatmentPlan_AuthorityProvisionId,int,4,0
analytics,vRiskTreatmentPlanAuthorityProvision,RiskTreatmentPlan_AuthorityProvisionName,nvarchar,-1,1
analytics,vRiskTreatmentPlanAuthorityProvision,RiskTreatmentPlan_AuthorityName,nvarchar,-1,1
reporting,vwAbpLanguages,AbpLanguages_Id,int,4,0
reporting,vwAbpLanguages,AbpLanguages_Icon,nvarchar,256,1
reporting,vwAbpLanguages,AbpLanguages_Name,nvarchar,256,0
reporting,vwAbpLanguages,AbpLanguages_TenantId,int,4,1
reporting,vwAbpLanguages,AbpLanguages_IsDisabled,bit,1,0
reporting,vwRegisterCustom,Tenant_Id,int,4,0
reporting,vwRegisterCustom,Id,bigint,8,0
reporting,vwRegisterCustom,Register,nvarchar,140,0
reporting,vwRegisterCustom,Name,nvarchar,8000,1
reporting,vwRegisterCustom,Description,nvarchar,8000,1
reporting,vwRegisterCustom,Owner,nvarchar,-1,1
reporting,vwRegisterCustom,Filter_Owner,nvarchar,194,1
reporting,vwRegisterCustom,Tags,nvarchar,-1,1
reporting,vwRegisterCustom,Filter_Tag,nvarchar,8000,1
reporting,vwRegisterCustom,Type,varchar,3,0
reporting,vwRegisterCustom,Linked_Teams,varchar,3,0
reporting,vwRegisterCustom,Filter_Linked_Teams,varchar,3,0
reporting,vwHaileyControlSet,union_id,uniqueidentifier,16,0
reporting,vwHaileyControlSet,tenant_id,int,4,0
reporting,vwHaileyControlSet,tenant_name,nvarchar,256,0
reporting,vwHaileyControlSet,record_type,varchar,10,0
reporting,vwHaileyControlSet,record_id,varchar,23,1
reporting,vwHaileyControlSet,last_updatetime,datetime2,8,1
reporting,vwHaileyControlSet,status,varchar,10,0
reporting,vwHaileyControlSet,text_data,nvarchar,-1,1
reporting,vwHaileyControlSet,text_hash,varchar,64,1
reporting,vwHaileyControlSet,additional_data,nvarchar,-1,1
reporting,vwAssessmentTagFilter,TenantId,int,4,0
reporting,vwAssessmentTagFilter,AssessmentTag_AssessmentId,bigint,8,0
reporting,vwAssessmentTagFilter,AssessmentTag_TagId,int,4,0
reporting,vwAssessmentTagFilter,Assessment_Tags,nvarchar,8000,1
reporting,vwStatementResponseDocument,StatementResponseDocument_Id,int,4,0
reporting,vwStatementResponseDocument,StatementResponseDocument_TenantId,int,4,0
reporting,vwStatementResponseDocument,StatementResponseDocument_FileName,nvarchar,8000,1
reporting,vwStatementResponseDocument,StatementResponseDocument_Fileurl,nvarchar,8000,1
reporting,vwStatementResponseDocument,StatementResponseDocument_LastUpload,datetime2,8,0
reporting,vwStatementResponseDocument,StatementResponseDocument_StatementResponseId,bigint,8,0
reporting,vwStatementResponseDocument,StatementResponseDocument_UserId,bigint,8,0
reporting,vwStatementResponseDocument,StatementResponseDocument_DisplayFileName,nvarchar,8000,1
reporting,vwImportFileLog,ImportFileLog_Id,bigint,8,0
reporting,vwImportFileLog,ImportFileLog_CreationTime,datetime2,8,0
reporting,vwImportFileLog,ImportFileLog_CreatorUserId,bigint,8,1
reporting,vwImportFileLog,ImportFileLog_FileName,nvarchar,8000,1
reporting,vwImportFileLog,ImportFileLog_FilePhysicalPath,nvarchar,8000,1
reporting,vwImportFileLog,ImportFileLog_Status,int,4,0
reporting,vwImportFileLog,ImportFileLog_Error,nvarchar,8000,1
reporting,vwImportFileLog,ImportFileLog_TenantId,int,4,0
reporting,vwImportFileLog,ImportFileLog_BackgroundJobId,nvarchar,8000,1
reporting,vwImportFileLog,ImportFileLog_ImportEntityType,int,4,0
reporting,vwImportFileLog,ImportFileLog_ErrorStackTrace,nvarchar,8000,1
reporting,vwImportFileLog,ImportFileLog_RegisterId,bigint,8,1
analytics,vRiskTreatmentPlanComment,Uuid,uniqueidentifier,16,0
analytics,vRiskTreatmentPlanComment,TenantId,int,4,0
analytics,vRiskTreatmentPlanComment,RiskTreatmentPlanComment_Id,int,4,0
analytics,vRiskTreatmentPlanComment,RiskTreatmentPlan_Id,int,4,0
analytics,vRiskTreatmentPlanComment,RiskTreatmentPlan_Comment,nvarchar,-1,1
analytics,vRiskTreatmentPlanComment,RiskTreatmentPlan_CommentedUserId,bigint,8,1
analytics,vRiskTreatmentPlanComment,RiskTreatmentPlan_CommentedUserName,nvarchar,194,1
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_Id,uniqueidentifier,16,0
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_EntityId,nvarchar,192,1
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_EntityTypeAssemblyQualifiedName,nvarchar,1024,1
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_EntityTypeName,nvarchar,500,1
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_NotificationName,nvarchar,192,1
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_TenantId,int,4,1
reporting,vwAbpNotificationSubscriptions,AbpNotificationSubscriptions_UserId,bigint,8,0
reporting,vwRegisterRecordCustomData,Tenant_Id,int,4,0
reporting,vwRegisterRecordCustomData,Id,bigint,8,0
reporting,vwRegisterRecordCustomData,Name,nvarchar,8000,1
reporting,vwRegisterRecordCustomData,Custom_Id,int,4,0
reporting,vwRegisterRecordCustomData,Custom_Field,varchar,100,1
reporting,vwRegisterRecordCustomData,Custom_Field_Value,nvarchar,-1,1
reporting,vwHaileyControl,union_id,uniqueidentifier,16,0
reporting,vwHaileyControl,tenant_id,int,4,0
reporting,vwHaileyControl,tenant_name,nvarchar,256,0
reporting,vwHaileyControl,record_type,varchar,7,0
reporting,vwHaileyControl,record_id,varchar,44,1
reporting,vwHaileyControl,last_updatetime,datetime2,8,1
reporting,vwHaileyControl,status,varchar,1,1
reporting,vwHaileyControl,text_data,nvarchar,-1,1
reporting,vwHaileyControl,text_hash,varchar,64,1
reporting,vwHaileyControl,additional_data,nvarchar,-1,1
reporting,vwQuestionTagList,Question_Id,int,4,0
reporting,vwQuestionTagList,Question_TagList,nvarchar,8000,1
reporting,vwQuestionTagList,QuestionTagsList_UpdateTime,datetime2,8,1
reporting,vwStatusLists,StatusLists_Id,bigint,8,0
reporting,vwStatusLists,StatusLists_TenantId,int,4,0
reporting,vwStatusLists,StatusLists_Name,nvarchar,8000,1
reporting,vwStatusLists,StatusLists_Reference,int,4,0
reporting,vwStatusLists,StatusLists_IsClosedActionStatus,bit,1,0
reporting,vwStatusLists,StatusLists_StatusOrder,int,4,1
reporting,vwIndustry,Industry_Id,int,4,0
reporting,vwIndustry,Industry_Name,nvarchar,8000,1
analytics,vRiskTreatmentPlanControl,TenantId,int,4,0
analytics,vRiskTreatmentPlanControl,RiskTreatmentPlan_Id,int,4,0
analytics,vRiskTreatmentPlanControl,RiskTreatmentPlan_ControlId,int,4,0
analytics,vRiskTreatmentPlanControl,RiskTreatmentPlan_ControlName,nvarchar,-1,1
reporting,vwAbpNotifications,AbpNotifications_Id,uniqueidentifier,16,0
reporting,vwAbpNotifications,AbpNotifications_Data,nvarchar,8000,1
reporting,vwAbpNotifications,AbpNotifications_DataTypeName,nvarchar,1024,1
reporting,vwAbpNotifications,AbpNotifications_EntityId,nvarchar,192,1
reporting,vwAbpNotifications,AbpNotifications_EntityTypeAssemblyQualifiedName,nvarchar,1024,1
reporting,vwAbpNotifications,AbpNotifications_EntityTypeName,nvarchar,500,1
reporting,vwAbpNotifications,AbpNotifications_ExcludedUserIds,nvarchar,8000,1
reporting,vwAbpNotifications,AbpNotifications_NotificationName,nvarchar,192,0
reporting,vwAbpNotifications,AbpNotifications_Severity,tinyint,1,0
reporting,vwAbpNotifications,AbpNotifications_TenantIds,nvarchar,8000,1
reporting,vwAbpNotifications,AbpNotifications_UserIds,nvarchar,8000,1
reporting,vwRegisterRecordFreeTextData,Tenant_Id,int,4,0
reporting,vwRegisterRecordFreeTextData,Id,bigint,8,0
reporting,vwRegisterRecordFreeTextData,Name,nvarchar,8000,1
reporting,vwRegisterRecordFreeTextData,Custom_Id,int,4,0
reporting,vwRegisterRecordFreeTextData,Custom_Field,varchar,100,1
reporting,vwRegisterRecordFreeTextData,Custom_Field_Value,nvarchar,-1,1
reporting,vwHaileyCustomRegister,union_id,uniqueidentifier,16,0
reporting,vwHaileyCustomRegister,tenant_id,int,4,0
reporting,vwHaileyCustomRegister,tenant_name,nvarchar,256,0
reporting,vwHaileyCustomRegister,record_type,varchar,14,0
reporting,vwHaileyCustomRegister,record_id,varchar,61,1
reporting,vwHaileyCustomRegister,last_updatetime,datetime2,8,1
reporting,vwHaileyCustomRegister,status,nvarchar,128,1
reporting,vwHaileyCustomRegister,text_data,nvarchar,-1,1
reporting,vwHaileyCustomRegister,text_hash,varchar,64,1
reporting,vwHaileyCustomRegister,additional_data,nvarchar,-1,1
reporting,vwQuestionTagsJoined,QuestionTags_ID,int,4,0
reporting,vwQuestionTagsJoined,QuestionTags_TagId,int,4,0
reporting,vwQuestionTagsJoined,QuestionTags_QuestionId,int,4,0
reporting,vwQuestionTagsJoined,QuestionTags_CreationTime,datetime2,8,0
reporting,vwQuestionTagsJoined,QuestionTags_CreatorUserId,bigint,8,1
reporting,vwQuestionTagsJoined,Tags_Name,nvarchar,8000,1
reporting,vwQuestionTagsJoined,TagName_List,nvarchar,-1,1
reporting,vwQuestionTagsJoined,Tags_Description,nvarchar,8000,1
reporting,vwQuestionTagsJoined,Tags_Type,int,4,1
reporting,vwQuestionTagsJoined,Tags_TenantId,int,4,1
reporting,vwQuestionTagsJoined,QuestionTagsJoined_UpdateTime,datetime2,8,1
reporting,vwTags,Tags_ID,int,4,0
reporting,vwTags,Tags_Name,nvarchar,8000,1
reporting,vwTags,Tags_Description,nvarchar,8000,1
reporting,vwTags,Tags_Type,int,4,0
reporting,vwTags,Tags_TenantId,int,4,0
reporting,vwTags,Tags_UpdateTime,datetime2,8,1
reporting,vwIssueAction,IssueAction_Id,bigint,8,0
reporting,vwIssueAction,IssueAction_CreationTime,datetime2,8,0
reporting,vwIssueAction,IssueAction_LastModificationTime,datetime2,8,1
reporting,vwIssueAction,IssueAction_TenantId,int,4,0
reporting,vwIssueAction,IssueAction_Title,nvarchar,8000,1
reporting,vwIssueAction,IssueAction_DueDate,datetime2,8,1
reporting,vwIssueAction,IssueAction_CompletedDate,datetime2,8,1
reporting,vwIssueAction,IssueAction_DueDateStatus,varchar,11,0
reporting,vwIssueAction,IssueAction_IssueId,bigint,8,0
reporting,vwIssueAction,IssueAction_UserId,bigint,8,1
reporting,vwIssueAction,IssueAction_Description,nvarchar,8000,1
reporting,vwIssueAction,IssueAction_TenantVendorId,bigint,8,1
reporting,vwIssueAction,IssueAction_RootIssueActionId,bigint,8,1
reporting,vwIssueAction,IssueAction_Deprecated,bit,1,0
reporting,vwIssueAction,IssueAction_IdRef,nvarchar,-1,1
reporting,vwIssueAction,IssueAction_IdRef_New,bigint,8,0
reporting,vwIssueAction,IssueAction_Status,int,4,0
reporting,vwIssueAction,IssueAction_StatusCode,varchar,11,1
reporting,vwIssueAction,IssueAction_UpdateTime,datetime2,8,1
analytics,vRiskTreatmentPlanPolicy,TenantId,int,4,0
analytics,vRiskTreatmentPlanPolicy,RiskTreatmentPlan_Id,int,4,0
analytics,vRiskTreatmentPlanPolicy,RiskTreatmentPlan_PolicyId,bigint,8,0
analytics,vRiskTreatmentPlanPolicy,RiskTreatmentPlan_PolicyName,nvarchar,-1,1
reporting,vwAbpOrganizationUnits,AbpOrganizationUnits_Id,bigint,8,0
reporting,vwAbpOrganizationUnits,AbpOrganizationUnits_Code,nvarchar,190,0
reporting,vwAbpOrganizationUnits,AbpOrganizationUnits_DisplayName,nvarchar,256,0
reporting,vwAbpOrganizationUnits,AbpOrganizationUnits_ParentId,bigint,8,1
reporting,vwAbpOrganizationUnits,AbpOrganizationUnits_TenantId,int,4,1
reporting,vwAbpOrganizationUnits,AbpOrganizationUnits_UpdateTime,datetime2,8,1
reporting,vwRiskRegisterList,Register_RiskId,int,4,0
reporting,vwRiskRegisterList,RegisterList,nvarchar,-1,1
reporting,vwHaileyIssues,union_id,uniqueidentifier,16,0
reporting,vwHaileyIssues,tenant_id,int,4,0
reporting,vwHaileyIssues,tenant_name,nvarchar,256,0
reporting,vwHaileyIssues,record_type,varchar,5,0
reporting,vwHaileyIssues,record_id,varchar,18,1
reporting,vwHaileyIssues,last_updatetime,datetime2,8,1
reporting,vwHaileyIssues,status,nvarchar,128,1
reporting,vwHaileyIssues,text_data,nvarchar,-1,1
reporting,vwHaileyIssues,text_hash,varchar,64,1
reporting,vwHaileyIssues,additional_data,nvarchar,-1,1
reporting,DimAuthority,Authority_Id,int,4,0
reporting,DimAuthority,Authority_Name,varchar,200,1
reporting,DimAuthority,Authority_Url,nvarchar,8000,1
reporting,DimAuthority,Authority_Type,nvarchar,8000,1
reporting,DimAuthority,Authority_Description,nvarchar,8000,1
reporting,DimAuthority,Authority_LastUpdated,datetime2,8,1
reporting,DimAuthority,Authority_FileName,nvarchar,8000,1
reporting,DimAuthority,Authority_Fileurl,nvarchar,8000,1
reporting,DimAuthority,Authority_IsUploadedToHailey,bit,1,1
reporting,DimAuthority,Authority_Body,nvarchar,8000,1
reporting,DimAuthority,Authority_AuthoritySector,nvarchar,8000,1
reporting,DimAuthority,Authority_JurisdictionId,int,4,1
reporting,DimAuthority,Authority_ArchivedDate,datetime2,8,1
reporting,DimAuthority,Authority_IsArchived,bit,1,1
reporting,DimAuthority,Authority_LastPublishedTime,datetime2,8,1
reporting,DimAuthority,Authority_Status,int,4,1
reporting,DimAuthority,Authority_StatusCode,varchar,9,1
reporting,DimAuthority,Tenant_Id,int,4,1
reporting,DimAuthority,Authority_CreatedFromAuthorityId,int,4,1
reporting,DimAuthority,IsCreatedBy6Clicks,int,4,0
reporting,DimAuthority,Authority_CreatedFromAuthorityName,varchar,200,1
reporting,vwTeam,Team_Id,int,4,0
reporting,vwTeam,Team_TenantId,int,4,0
reporting,vwTeam,Team_Name,nvarchar,8000,1
reporting,vwTeam,Team_Description,nvarchar,8000,1
reporting,vwTeam,Team_JurisdictionId,int,4,0
reporting,vwTeam,Team_OrgChartJsonData,nvarchar,8000,1
reporting,vwIssueActionComment,IssueActionComment_Id,bigint,8,0
reporting,vwIssueActionComment,IssueActionComment_TenantId,int,4,0
reporting,vwIssueActionComment,IssueActionComment_Comment,nvarchar,8000,1
reporting,vwIssueActionComment,IssueActionComment_UserId,bigint,8,0
reporting,vwIssueActionComment,IssueActionComment_CreationTime,datetime2,8,0
reporting,vwIssueActionComment,IssueActionComment_CreatorUserId,bigint,8,1
reporting,vwIssueActionComment,IssueActionComment_IssueActionId,bigint,8,0
reporting,vwIssueActionComment,IssueActionComment_RootIssueActionId,bigint,8,0
reporting,vwIssueActionComment,IssueActionComment_ActivityType,int,4,1
reporting,vwIssueActionComment,IssueActionComment_FieldName,int,4,1
reporting,vwIssueActionComment,IssueActionComment_FieldNameDescription,varchar,20,0
reporting,vwIssueActionComment,IssueActionComment_IsUserActivity,bit,1,0
reporting,vwIssueActionComment,IssueActionComment_NewDateFieldValue,datetime2,8,1
reporting,vwIssueActionComment,IssueActionComment_NewFieldValue,nvarchar,8000,1
reporting,vwIssueActionComment,IssueActionComment_NewValue,nvarchar,8000,1
reporting,vwIssueActionComment,IssueActionComment_OldDateFieldValue,datetime2,8,1
reporting,vwIssueActionComment,IssueActionComment_OldFieldValue,nvarchar,8000,1
reporting,vwIssueActionComment,IssueActionComment_OldValue,nvarchar,8000,1
reporting,vwIssueActionComment,IssueActionComment_IsDateField,bit,1,0
reporting,vwIssueActionComment,IssueActionComment_IsRichTextField,bit,1,0
analytics,vRisks,Uuid,uniqueidentifier,16,0
analytics,vRisks,TenantId,int,4,1
analytics,vRisks,TenantName,nvarchar,256,1
analytics,vRisks,Risk_Id,int,4,0
analytics,vRisks,Risk_CreationTime,datetime2,8,0
analytics,vRisks,Risk_CreatorUserId,bigint,8,1
analytics,vRisks,Risk_LastModificationTime,datetime2,8,1
analytics,vRisks,Risk_LastModifierUserId,bigint,8,1
analytics,vRisks,Risk_Name,nvarchar,-1,1
analytics,vRisks,Risk_Description,nvarchar,-1,1
analytics,vRisks,Risk_AbstractRiskId,int,4,1
analytics,vRisks,Risk_RiskReviewId,int,4,1
analytics,vRisks,Risk_CommonCause,nvarchar,-1,1
analytics,vRisks,Risk_LikelyImpact,nvarchar,-1,1
analytics,vRisks,Risk_IdentifiedById,bigint,8,1
analytics,vRisks,Risk_IdentifiedByUser,nvarchar,194,1
analytics,vRisks,Risk_FavouriteRiskAssessmentId,int,4,1
analytics,vRisks,Risk_IdRef,bigint,8,0
analytics,vRisks,Risk_WorkflowStageId,int,4,1
analytics,vRisks,Risk_WorkflowStage,nvarchar,128,1
analytics,vRisks,Risk_TreatmentDecisionId,bigint,8,1
analytics,vRisks,Risk_TreatmentDecision,nvarchar,-1,1
analytics,vRisks,Risk_TreatmentStatusId,int,4,0
analytics,vRisks,Risk_TreatmentStatus,varchar,21,0
analytics,vRisks,Risk_RiskRatingId,int,4,1
analytics,vRisks,Risk_Rating,nvarchar,-1,1
analytics,vRisks,Risk_IsArchived,bit,1,0
analytics,vRisks,Risk_IsShared,int,4,0
reporting,vwAbpPermissions,AbpPermissions_Id,bigint,8,0
reporting,vwAbpPermissions,AbpPermissions_Discriminator,nvarchar,8000,1
reporting,vwAbpPermissions,AbpPermissions_IsGranted,bit,1,0
reporting,vwAbpPermissions,AbpPermissions_Name,nvarchar,256,0
reporting,vwAbpPermissions,AbpPermissions_TenantId,int,4,1
reporting,vwAbpPermissions,AbpPermissions_RoleId,int,4,1
reporting,vwAbpPermissions,AbpPermissions_UserId,bigint,8,1
reporting,vwCustomRegisterAttributes,Register_TenantId,int,4,0
reporting,vwCustomRegisterAttributes,Register_Id,bigint,8,0
reporting,vwCustomRegisterAttributes,Register_RegisterName,nvarchar,140,0
reporting,vwCustomRegisterAttributes,RegisterRecord_Id,bigint,8,1
reporting,vwCustomRegisterAttributes,RegisterRecord_Name,nvarchar,8000,1
reporting,vwCustomRegisterAttributes,RegisterRecord_Description,nvarchar,8000,1
reporting,vwCustomRegisterAttributes,LinkedRisk,varchar,532,1
reporting,vwCustomRegisterAttributes,LinkedIssues,nvarchar,8000,1
reporting,vwCustomRegisterAttributes,RegisterRecord_Owner,nvarchar,256,1
reporting,vwCustomRegisterAttributes,RegisterRecord_OwnerList,nvarchar,-1,1
reporting,vwCustomRegisterAttributes,Tags_Name,nvarchar,8000,1
reporting,vwCustomRegisterAttributes,Custom_Id,int,4,1
reporting,vwCustomRegisterAttributes,Custom_Field,varchar,100,1
reporting,vwCustomRegisterAttributes,Custom_Field_Value,nvarchar,-1,1
reporting,vwCustomRegisterAttributes,Custom_Field_DateValue,date,3,1
reporting,vwCustomRegisterAttributes,Custom_Field_Value_numeric,varchar,100,1
reporting,vwHaileyProject,union_id,uniqueidentifier,16,0
reporting,vwHaileyProject,tenant_id,int,4,0
reporting,vwHaileyProject,tenant_name,nvarchar,256,0
reporting,vwHaileyProject,record_type,varchar,7,0
reporting,vwHaileyProject,record_id,varchar,20,1
reporting,vwHaileyProject,last_updatetime,datetime2,8,1
reporting,vwHaileyProject,status,varchar,9,0
reporting,vwHaileyProject,text_data,nvarchar,-1,1
reporting,vwHaileyProject,text_hash,varchar,64,1
reporting,vwHaileyProject,additional_data,nvarchar,-1,1
reporting,vwAuthorityToControlSet_Overview,Tenant_Id,int,4,1
reporting,vwAuthorityToControlSet_Overview,Authority_Id,int,4,0
reporting,vwAuthorityToControlSet_Overview,Authority_Name,varchar,200,1
reporting,vwAuthorityToControlSet_Overview,Controlset_Id,bigint,8,1
reporting,vwAuthorityToControlSet_Overview,Controlset_Name,nvarchar,8000,1
reporting,vwAuthorityToControlSet_Overview,all_controls,int,4,1
